순번,road_address,도로종류,도로기능,도로규모,도로폭,시도구도구분
687,충민로,일반도로,국지도로,중로2류,폭15-20m,구도
688,충정로,일반도로,국지도로,중로1류,폭20-25m,구도
689,칠패로,일반도로,국지도로,대로3류,폭25-30m,구도
690,탄천동로,일반도로,국지도로,중로1류,폭20-25m,구도
691,테헤란로,일반도로,국지도로,광로2류,폭50-70m,구도
692,테헤란로113길,일반도로,국지도로,중로2류,폭15-20m,구도
693,테헤란로114길,일반도로,국지도로,중로2류,폭15-20m,구도
694,테헤란로115길,일반도로,국지도로,중로2류,폭15-20m,구도
695,테헤란로7길,일반도로,국지도로,중로2류,폭15-20m,구도
696,통일로,일반도로,국지도로,중로1류,폭20-25m,구도
697,퇴계로,일반도로,국지도로,중로1류,폭20-25m,구도
698,팔판~효자선,일반도로,보조간선도로,중로1류,폭20-25m,특별시도
699,필동~도봉선,일반도로,주간선도로,대로2류,폭30-35m,특별시도
700,필동~와룡선,일반도로,보조간선도로,중로1류,폭20-25m,특별시도
701,하늘공원로,일반도로,국지도로,중로1류,폭20-25m,구도
702,하늘길,일반도로,국지도로,대로2류,폭30-35m,구도
703,하수~마포선,일반도로,보조간선도로,중로2류,폭15-20m,특별시도
704,학동로,일반도로,국지도로,중로1류,폭20-25m,구도
705,한강대로,일반도로,국지도로,중로1류,폭20-25m,구도
706,한강대로102길,일반도로,국지도로,중로2류,폭15-20m,구도
707,한강대로67길,일반도로,국지도로,광로3류,폭40-50m,구도
708,한강대로77길,일반도로,국지도로,대로3류,폭25-30m,구도
709,한남~광희선,일반도로,보조간선도로,중로1류,폭20-25m,특별시도
710,한남~응봉선,일반도로,보조간선도로,대로3류,폭25-30m,특별시도
711,한남~태평로선,일반도로,보조간선도로,중로1류,폭20-25m,특별시도
712,한남대로,일반도로,국지도로,광로3류,폭40-50m,구도
713,한내로,일반도로,국지도로,중로1류,폭20-25m,구도
714,한천로105길,일반도로,국지도로,중로2류,폭15-20m,구도
715,한천로115길,일반도로,국지도로,중로2류,폭15-20m,구도
716,한천로66길,일반도로,국지도로,중로1류,폭20-25m,구도
717,항동~개봉선,일반도로,보조간선도로,대로1류,폭35-40m,특별시도
718,항동로,일반도로,국지도로,중로1류,폭20-25m,구도
719,항동선,일반도로,보조간선도로,광로3류,폭40-50m,특별시도
720,해등로25길,일반도로,국지도로,중로2류,폭15-20m,구도
721,해등로32가길,일반도로,국지도로,중로2류,폭15-20m,구도
722,해등로4길,일반도로,국지도로,중로1류,폭20-25m,구도
723,허준로,일반도로,국지도로,중로2류,폭15-20m,구도
724,헌릉로,일반도로,국지도로,중로1류,폭20-25m,구도
725,헌릉로422길,일반도로,국지도로,중로2류,폭15-20m,구도
726,현저고가도로,일반도로,도시고속도로,중로2류,폭15-20m,특별시도
727,현충로,일반도로,국지도로,중로2류,폭15-20m,구도
728,홍익~용두선,일반도로,보조간선도로,중로1류,폭20-25m,특별시도
729,화곡로,일반도로,국지도로,중로2류,폭15-20m,구도
730,화랑로,일반도로,국지도로,중로2류,폭15-20m,구도
731,화랑로48길,일반도로,국지도로,중로1류,폭20-25m,구도
732,회기~번동선,일반도로,보조간선도로,중로1류,폭20-25m,특별시도
733,회나무로13가길,일반도로,국지도로,대로3류,폭25-30m,구도
734,효령로,일반도로,국지도로,중로2류,폭15-20m,구도
735,효창원로,일반도로,국지도로,광로3류,폭40-50m,구도
736,효창원로15길,일반도로,국지도로,중로2류,폭15-20m,구도
737,후암로15길,일반도로,국지도로,중로2류,폭15-20m,구도
738,휘경~면목선,일반도로,보조간선도로,대로3류,폭25-30m,특별시도
739,흑석한강로,일반도로,국지도로,중로1류,폭20-25m,구도
740,흥인~면목선,일반도로,보조간선도로,대로2류,폭30-35m,특별시도
741,63로,일반도로,국지도로,대로3류,폭25-30m,구도
